Gene	sgRNA	t1_NH4_growth|beta	t1_NH4_growth|z	t1_NH4_growth|p-value	t1_NH4_growth|fdr	t1_NH4_growth|wald-p-value	t1_NH4_growth|wald-fdr	t2_N_stress|beta	t2_N_stress|z	t2_N_stress|p-value	t2_N_stress|fdr	t2_N_stress|wald-p-value	t2_N_stress|wald-fdr	t3_NH4_recovery|beta	t3_NH4_recovery|z	t3_NH4_recovery|p-value	t3_NH4_recovery|fdr	t3_NH4_recovery|wald-p-value	t3_NH4_recovery|wald-fdr	t3_NO3_recovery|beta	t3_NO3_recovery|z	t3_NO3_recovery|p-value	t3_NO3_recovery|fdr	t3_NO3_recovery|wald-p-value	t3_NO3_recovery|wald-fdr
Phatr3_J47250	7	-0.04383	-0.20419	0.39679	0.89866	0.83821	1	0.03962	0.23574	0.9338	0.99233	0.81363	1	0.23905	1.4016	0.99482	0.9979	0.16105	0.31823	0.28805	1.6974	0.98405	0.99709	0.089613	0.18992
Phatr3_J48228	7	-0.10343	-0.41607	0.064393	0.65634	0.67736	1	-0.17693	-0.89163	0.057807	0.65573	0.37259	1	-0.31787	-1.5487	0.071899	0.5928	0.12145	0.27509	-0.1425	-0.70009	0.17966	0.71476	0.48387	0.60989
Phatr3_J45018	7	0.048559	0.23139	0.54183	0.92525	0.81702	1	-0.017937	-0.10669	0.58524	0.93278	0.91503	1	-0.029619	-0.16982	0.36533	0.84558	0.86515	0.92541	0.047561	0.27395	0.43144	0.85822	0.78413	0.85791
Phatr3_J41593	7	0.096257	0.38	0.20369	0.80937	0.70394	1	0.077583	0.38261	0.82897	0.97789	0.70201	1	0.37431	1.7987	0.62997	0.92192	0.072061	0.21982	0.36715	1.7671	0.80652	0.96328	0.077204	0.17248
Phatr3_Jdraft79	7	-0.075107	-0.42982	0.17028	0.77934	0.66732	1	-0.13197	-0.95048	0.13236	0.74162	0.34187	1	-0.0093435	-0.06565	0.4002	0.85591	0.94766	0.97706	-0.07842	-0.55393	0.24622	0.76557	0.57963	0.697
Phatr3_J46415	7	0.022496	0.10172	0.8287	0.98411	0.91898	1	-0.15472	-0.86663	0.087646	0.70087	0.38615	1	0.15615	0.83755	0.76904	0.95782	0.40229	0.56864	0.30261	1.6333	0.97855	0.99619	0.1024	0.20656
Phatr3_J40950	7	0.029059	0.12613	0.75199	0.96779	0.89963	1	-0.010199	-0.055883	0.62932	0.94436	0.95543	1	0.28877	1.545	0.86398	0.97714	0.12234	0.27639	0.43925	2.3625	0.62054	0.91834	0.018154	0.089187
Phatr3_J39065	7	-0.090007	-0.53452	0.10558	0.72453	0.59298	1	0.086073	0.65278	0.77924	0.96503	0.5139	1	-0.26132	-1.9342	0.10288	0.63344	0.053083	0.1999	-0.060632	-0.4521	0.26846	0.78051	0.6512	0.75633
Phatr3_J47365	7	-0.007864	-0.036901	0.7933	0.97605	0.97056	1	-0.078866	-0.44967	0.29221	0.83489	0.65295	1	0.17309	0.9052	0.81371	0.97119	0.36536	0.53372	0.1491	0.7739	0.63719	0.92018	0.43899	0.56853
Phatr3_J45737	7	0.12249	0.25684	0.11108	0.73227	0.79731	1	0.17266	0.45054	0.35311	0.85709	0.65232	1	0.78432	1.9963	0.035958	0.50198	0.045899	0.19284	0.80768	2.0538	0.062287	0.5465	0.039992	0.12178
Phatr3_EG00591	7	-0.015138	-0.057927	0.70471	0.95951	0.95381	1	-0.015547	-0.073256	0.59873	0.93756	0.9416	1	0.55156	2.5245	0.24534	0.7706	0.011586	0.15067	0.55163	2.5279	0.36703	0.83635	0.011476	0.078169
Phatr3_EG01578	2	0.066283	0.18216	0.72437	0.96378	0.85545	1	-0.39871	-1.4144	0.038549	0.64603	0.15724	1	-0.61054	-2.1383	0.21859	0.74732	0.032491	0.18187	-0.68941	-2.4338	0.20772	0.74097	0.014942	0.08315
Phatr3_J50238	7	-0.057222	-0.22731	0.28552	0.86358	0.82019	1	-0.08569	-0.41834	0.2674	0.82052	0.6757	1	0.18037	0.84648	0.83375	0.9753	0.39729	0.56437	0.2978	1.4045	0.99086	0.99807	0.16016	0.27895
Phatr3_J44506	7	-0.043064	-0.12566	0.40403	0.90267	0.9	1	0.18328	0.6579	0.31459	0.84571	0.5106	1	0.60479	2.0998	0.16968	0.70291	0.035743	0.18363	0.77084	2.69	0.08549	0.59133	0.007146	0.069395
Phatr3_J14255	7	-0.0053285	-0.030612	0.82504	0.98353	0.97558	1	-0.22944	-1.6736	0.018372	0.51569	0.094202	1	-0.53798	-3.8324	0.014376	0.35984	0.00012691	0.01205	-0.61594	-4.4212	0.010064	0.30714	9.8159e-06	0.0010867
Phatr3_J36397	7	0.011318	0.039688	0.96548	0.996	0.96834	1	0.1103	0.48744	0.64206	0.94723	0.62595	1	0.2533	1.0977	0.96418	0.99265	0.27233	0.4384	0.31555	1.3754	0.94398	0.99209	0.16902	0.28897
Phatr3_J55187	7	0.038822	0.14027	0.64087	0.94538	0.88845	1	-0.12067	-0.54237	0.15943	0.76016	0.58757	1	0.47114	2.0558	0.39697	0.85591	0.039802	0.18759	0.44758	1.9577	0.59988	0.91392	0.050269	0.1357
Phatr3_J47888	7	-0.039425	-0.19336	0.44002	0.9071	0.84668	1	-0.22207	-1.3395	0.021949	0.54802	0.18042	1	-0.11042	-0.63414	0.24427	0.7691	0.52599	0.6745	0.1253	0.72618	0.58464	0.90665	0.46773	0.59486
Phatr3_J54365	7	0.004266	0.011112	0.94793	0.99577	0.99113	1	0.23447	0.76949	0.16713	0.77026	0.4416	1	0.42384	1.3609	0.50466	0.89382	0.17356	0.33213	0.60239	1.9446	0.27648	0.78398	0.051818	0.13798
Phatr3_J49392	7	-0.015036	-0.080604	0.70614	0.95956	0.93576	1	-0.0044107	-0.027891	0.66252	0.94873	0.97775	1	0.23609	1.3478	0.98626	0.9966	0.17771	0.33682	0.045931	0.25479	0.42862	0.85753	0.79889	0.86843
Phatr3_J47745	7	0.042955	0.22156	0.59788	0.93571	0.82466	1	-0.13077	-0.81117	0.13527	0.74162	0.41727	1	0.3401	1.9852	0.7215	0.94555	0.047127	0.19368	0.23959	1.3901	0.85682	0.97526	0.16449	0.28399
Phatr3_EG00143	7	-0.035078	-0.16259	0.48278	0.91116	0.87084	1	-0.10661	-0.60482	0.19871	0.7885	0.5453	1	-0.027781	-0.14508	0.3683	0.84629	0.88465	0.93938	0.12212	0.642	0.57793	0.90472	0.52087	0.64378
Phatr3_J49253	7	-0.0075953	-0.03856	0.79656	0.97693	0.96924	1	-0.10144	-0.63439	0.21396	0.7942	0.52583	1	-0.24812	-1.4473	0.1108	0.6461	0.1478	0.30487	-0.205	-1.199	0.13061	0.65801	0.23054	0.35761
Phatr3_J48962	7	0.058681	0.26665	0.44967	0.9071	0.78974	1	0.10632	0.60434	0.66352	0.94879	0.54562	1	0.19857	1.0801	0.88345	0.9826	0.2801	0.44623	0.37448	2.0507	0.78791	0.96067	0.040299	0.12224
Phatr3_J18911	7	-0.015417	-0.063286	0.70107	0.95741	0.94954	1	0.091631	0.46428	0.74707	0.95925	0.64245	1	0.28925	1.4122	0.86274	0.97714	0.15788	0.3144	0.45728	2.2436	0.57533	0.90472	0.024856	0.099126
Phatr3_J8113	7	-0.068936	-0.26255	0.2058	0.81127	0.7929	1	-0.018485	-0.085233	0.58226	0.93278	0.93208	1	0.57462	2.5371	0.21045	0.74276	0.011177	0.14884	0.60358	2.6665	0.27494	0.78375	0.007664	0.070791
Phatr3_Jdraft1686	7	-0.013183	-0.062811	0.72902	0.96378	0.94992	1	0.078897	0.4774	0.82126	0.97544	0.63308	1	0.071991	0.42745	0.56486	0.9094	0.66905	0.78887	0.25841	1.5429	0.90585	0.9873	0.12286	0.23279
Phatr3_J7763	7	0.054763	0.22218	0.48255	0.91116	0.82418	1	0.036954	0.18698	0.91735	0.99233	0.85168	1	0.31058	1.5206	0.80353	0.96845	0.12836	0.28269	0.47414	2.3366	0.53477	0.89421	0.01946	0.091519
Phatr3_J49646	7	-0.049418	-0.23754	0.3484	0.8841	0.81224	1	-0.16654	-1.0229	0.070311	0.67945	0.30635	1	-0.20203	-1.2163	0.14651	0.67964	0.22388	0.38612	-0.11816	-0.71628	0.20329	0.73498	0.47382	0.6007
Phatr3_J44063	7	-0.025452	-0.13154	0.58571	0.93494	0.89535	1	-0.10008	-0.65956	0.21822	0.79656	0.50954	1	-0.29819	-1.9234	0.081394	0.60832	0.054435	0.20132	-0.6073	-3.9363	0.010749	0.31522	8.2759e-05	0.0051839
Phatr3_J46214	7	0.040356	0.16057	0.62544	0.94268	0.87243	1	0.013679	0.067823	0.76984	0.96406	0.94593	1	0.30428	1.4409	0.82158	0.97356	0.1496	0.30658	0.46453	2.2129	0.55784	0.90133	0.026904	0.10215
Phatr3_J42794	7	-0.019325	-0.10792	0.65614	0.94784	0.91406	1	-0.1274	-0.8975	0.14321	0.75446	0.36945	1	-0.34254	-2.3314	0.061234	0.57459	0.019734	0.16999	-0.3506	-2.4008	0.057071	0.5324	0.016361	0.085156
Phatr3_EG01053	7	0.011912	0.045892	0.95826	0.996	0.9634	1	-0.042194	-0.20306	0.45552	0.90118	0.83909	1	0.52255	2.4547	0.29477	0.80848	0.014101	0.15885	0.48149	2.2661	0.51822	0.88744	0.023445	0.097216
Phatr3_J10257	7	0.07239	0.28009	0.34427	0.88326	0.77941	1	0.055767	0.26087	0.96413	0.9967	0.79419	1	0.46058	2.0034	0.41953	0.86515	0.045131	0.19213	0.51101	2.2178	0.4515	0.86531	0.026565	0.10162
Phatr3_J22659	7	-0.081576	-0.3353	0.13885	0.75594	0.7374	1	0.062823	0.32343	0.92049	0.99233	0.74637	1	0.43111	2.1652	0.48785	0.89052	0.030369	0.17857	0.48345	2.434	0.51369	0.88614	0.014932	0.08315
Phatr3_EG01295	7	0.065084	0.28328	0.39786	0.89896	0.77696	1	0.11154	0.61475	0.63579	0.94447	0.53872	1	-0.16237	-0.86759	0.18429	0.71924	0.38562	0.5536	0.069997	0.37688	0.47265	0.87197	0.70626	0.7985
Phatr3_J43280	7	-0.0014053	-0.0048986	0.87436	0.98951	0.99609	1	0.12192	0.518	0.5823	0.93278	0.60446	1	0.064249	0.26144	0.54743	0.90123	0.79375	0.8781	0.25889	1.0615	0.9072	0.98779	0.28848	0.42039
Phatr3_Jdraft420	1	0.52258	0.36665	0.085139	0.69362	0.71388	1	0.3462	0.3154	0.36914	0.86241	0.75246	1	0.32558	0.29553	0.62138	0.92068	0.76759	0.85939	0.12056	0.10982	0.86907	0.97953	0.91255	0.94781
Phatr3_J47758	7	0.01155	0.039418	0.96257	0.996	0.96856	1	0.07228	0.31598	0.86194	0.98258	0.75202	1	0.56973	2.4668	0.21792	0.74732	0.013633	0.15744	0.39979	1.7375	0.71932	0.94469	0.082302	0.17978
Phatr3_EG00731	7	0.14394	0.39579	0.065145	0.659	0.69226	1	0.19108	0.64287	0.28805	0.83348	0.52031	1	0.41801	1.3377	0.51909	0.89633	0.18101	0.34011	0.4718	1.5093	0.54009	0.8945	0.13123	0.24402
Phatr3_J47461	7	-0.0064243	-0.034685	0.81127	0.98152	0.97233	1	-0.16894	-1.1523	0.067001	0.67559	0.2492	1	0.088949	0.59118	0.60358	0.91773	0.5544	0.69782	0.053688	0.35857	0.44251	0.86483	0.71991	0.80942
Phatr3_J43152	7	-0.10856	-0.51366	0.053026	0.63996	0.60749	1	-0.093142	-0.54378	0.24066	0.80537	0.58659	1	-0.17836	-0.98437	0.16812	0.70291	0.32494	0.49257	-0.0063359	-0.035243	0.34136	0.81913	0.97189	0.99016
Phatr3_J47712	7	-0.08466	-0.49693	0.12579	0.74348	0.61924	1	-0.10578	-0.76215	0.20129	0.7885	0.44597	1	0.027916	0.18987	0.46984	0.88105	0.84941	0.91487	0.046515	0.31699	0.42971	0.85773	0.75125	0.83291
Phatr3_J33639	7	0.031015	0.14977	0.72925	0.96378	0.88095	1	0.17821	1.0902	0.33282	0.85227	0.27561	1	0.10024	0.59596	0.63041	0.92192	0.5512	0.69514	0.18559	1.1076	0.72397	0.946	0.26803	0.39894
Phatr3_J49707	7	-0.01934	-0.069091	0.65593	0.94766	0.94492	1	0.08539	0.37782	0.78293	0.96529	0.70556	1	0.29517	1.2594	0.84686	0.97651	0.20787	0.36924	0.5025	2.1591	0.47031	0.87197	0.030841	0.10832
Phatr3_J37595	7	-0.037291	-0.20315	0.46085	0.9071	0.83901	1	-0.18608	-1.2666	0.048663	0.65573	0.2053	1	-0.19488	-1.2729	0.15272	0.68629	0.20304	0.36387	0.016686	0.10991	0.37832	0.84085	0.91248	0.94781
Phatr3_J42538	7	-0.034852	-0.17644	0.48514	0.91228	0.85995	1	0.11254	0.69835	0.63094	0.94436	0.48496	1	-0.022283	-0.13205	0.37778	0.84969	0.89494	0.94558	0.021479	0.12767	0.38597	0.84362	0.89841	0.9384
Phatr3_J54168	7	-0.1414	-0.73614	0.013307	0.42394	0.46165	1	-0.031859	-0.21115	0.50827	0.91816	0.83277	1	-0.28268	-1.8349	0.090572	0.6224	0.066521	0.21272	0.024963	0.16351	0.39159	0.84384	0.87012	0.91767
Phatr3_J26980	7	0.0555	0.18136	0.47626	0.90895	0.85608	1	0.10898	0.44987	0.64918	0.94824	0.6528	1	0.36837	1.4898	0.646	0.9279	0.13627	0.29156	0.54361	2.2101	0.38323	0.84229	0.0271	0.10257
Phatr3_J28551	7	0.033524	0.076792	0.7002	0.95741	0.93879	1	0.067488	0.18267	0.89121	0.98878	0.85506	1	0.82819	2.1255	0.023103	0.41575	0.033546	0.18211	0.92431	2.376	0.020846	0.40032	0.017503	0.088068
Phatr3_J34337	7	-0.039719	-0.13761	0.43731	0.9071	0.89055	1	0.061312	0.26812	0.92935	0.99233	0.78861	1	0.42189	1.8067	0.50941	0.89408	0.070807	0.21811	0.64141	2.7624	0.21754	0.75105	0.0057379	0.067105
Phatr3_J37061	7	-0.031238	-0.16389	0.52302	0.91755	0.86982	1	-0.16326	-1.0703	0.075125	0.68926	0.28446	1	-0.51802	-3.2663	0.016817	0.38178	0.0010895	0.048819	-0.29399	-1.8711	0.079823	0.5809	0.061333	0.15127
Phatr3_J46848	7	-0.021795	-0.10015	0.62653	0.94326	0.92022	1	-0.20426	-1.1742	0.033166	0.62686	0.2403	1	-0.25151	-1.3954	0.10903	0.64254	0.16289	0.31978	-0.13156	-0.73529	0.18927	0.72031	0.46216	0.58942
Phatr3_J54751	7	-0.099588	-0.4993	0.074674	0.67994	0.61757	1	0.068357	0.42769	0.88599	0.98708	0.66888	1	-0.17818	-1.0802	0.16834	0.70291	0.28007	0.44623	-0.17044	-1.0388	0.1563	0.69099	0.29888	0.43155
Phatr3_EG01655	7	-0.049203	-0.24884	0.35025	0.88609	0.80349	1	-0.047346	-0.28468	0.43019	0.89002	0.77589	1	0.1407	0.76742	0.72944	0.94626	0.44283	0.60404	0.16862	0.91636	0.6831	0.93231	0.35948	0.49264
Phatr3_J37964	7	-0.017821	-0.06571	0.67309	0.95018	0.94761	1	0.1456	0.67813	0.46688	0.90473	0.49769	1	0.29718	1.3548	0.84126	0.97651	0.17549	0.33432	0.56054	2.5722	0.35033	0.82468	0.010107	0.07518
Phatr3_J48157	7	-0.052894	-0.2012	0.31927	0.875	0.84054	1	0.071475	0.34378	0.86667	0.98376	0.73101	1	0.19552	0.91651	0.87528	0.97968	0.3594	0.52765	0.50621	2.3925	0.46215	0.8691	0.016736	0.08575
Phatr3_J13230	7	-0.011141	-0.040476	0.75333	0.96779	0.96771	1	-0.098723	-0.44272	0.22247	0.79802	0.65797	1	0.34787	1.4975	0.70206	0.94366	0.13427	0.28909	0.37901	1.6341	0.77536	0.95842	0.10224	0.20656
Phatr3_J17720	7	0.0038458	0.02016	0.94233	0.99416	0.98392	1	-0.096989	-0.64443	0.22812	0.80006	0.5193	1	-0.71517	-4.6425	0.0031595	0.1835	3.4427e-06	0.0012061	-0.48622	-3.1865	0.024256	0.42293	0.00144	0.039065
Phatr3_EG01926	7	-0.13871	-0.73442	0.015095	0.44975	0.46269	1	0.077641	0.52157	0.82872	0.97789	0.60197	1	-0.22622	-1.4847	0.12732	0.66437	0.13761	0.29322	-0.09334	-0.61729	0.2293	0.75534	0.53704	0.65805
Phatr3_EG01994	7	-0.085473	-0.37242	0.12255	0.74348	0.70958	1	-0.042519	-0.23183	0.4539	0.90073	0.81667	1	0.029944	0.15857	0.47364	0.88287	0.87401	0.93122	0.0016518	0.008788	0.35408	0.8269	0.99299	1
Phatr3_J42619	7	-0.060275	-0.27869	0.26294	0.85073	0.78048	1	0.083813	0.48696	0.79248	0.96921	0.62629	1	0.26209	1.4755	0.9392	0.98833	0.14007	0.29583	0.26633	1.5021	0.92656	0.9901	0.13308	0.24628
Phatr3_J49795	7	0.12002	0.30343	0.11764	0.74134	0.76156	1	0.20891	0.64024	0.23233	0.80228	0.52202	1	0.62188	1.8326	0.14898	0.6821	0.066863	0.21272	0.69333	2.0439	0.15311	0.6864	0.040967	0.12272
Phatr3_J13244	7	-0.0015829	-0.0053123	0.87217	0.98951	0.99576	1	0.16305	0.68775	0.39152	0.87231	0.49161	1	0.4105	1.6945	0.53741	0.89792	0.090173	0.24051	0.53982	2.239	0.39064	0.84384	0.025154	0.099585
Phatr3_J47323	7	-0.01235	-0.05896	0.73922	0.96455	0.95298	1	-0.17809	-1.057	0.056586	0.65573	0.2905	1	-0.65634	-3.765	0.0054998	0.26111	0.00016654	0.014131	-0.95671	-5.5261	0.00061852	0.052482	3.2747e-08	1.7869e-05
Phatr3_J44393	7	0.017886	0.080681	0.88592	0.98951	0.9357	1	0.038051	0.22065	0.92422	0.99233	0.82537	1	0.16701	0.95903	0.79768	0.96651	0.33755	0.50543	-0.046782	-0.27032	0.28526	0.78918	0.78691	0.85955
Phatr3_J40967	7	0.035942	0.14785	0.67285	0.95018	0.88247	1	-0.12099	-0.62264	0.15843	0.75962	0.53352	1	0.17974	0.87452	0.83205	0.9746	0.38184	0.54993	0.47362	2.3348	0.53596	0.8944	0.019551	0.091519
Phatr3_J25840	7	-0.0010119	-0.0051987	0.8794	0.98951	0.99585	1	0.024557	0.16059	0.83796	0.97885	0.87242	1	-0.23063	-1.4727	0.12394	0.66196	0.14084	0.29688	-0.12152	-0.78125	0.1994	0.72985	0.43465	0.56454
Phatr3_J52286	7	0.0066253	0.023876	0.97673	0.996	0.98095	1	0.0091312	0.039668	0.74259	0.95814	0.96836	1	0.67883	2.798	0.09552	0.62767	0.0051415	0.11184	0.60032	2.4488	0.27999	0.78649	0.014333	0.082379
Phatr3_EG02287	7	-0.044469	-0.20588	0.39106	0.89602	0.83689	1	-0.05924	-0.34582	0.37457	0.86533	0.72947	1	0.26938	1.5277	0.91851	0.98792	0.12658	0.28109	0.34521	1.9659	0.86536	0.97877	0.049314	0.13422
Phatr3_J14535	7	-0.03283	-0.12123	0.50573	0.9154	0.90351	1	0.052291	0.24292	0.98607	0.99893	0.80807	1	0.35767	1.6192	0.67459	0.93608	0.10541	0.25789	0.59508	2.7119	0.28831	0.79081	0.0066908	0.06775
Phatr3_J779	7	0.048494	0.087313	0.54243	0.92525	0.93042	1	0.20681	0.46486	0.23801	0.80499	0.64203	1	0.86231	1.9025	0.016951	0.38236	0.057101	0.20344	1.0314	2.285	0.0062019	0.24675	0.022311	0.095607
Phatr3_EG02242	7	0.040145	0.15435	0.62725	0.94326	0.87733	1	0.093997	0.46063	0.7329	0.95721	0.64506	1	0.26479	1.2787	0.93136	0.98833	0.20101	0.36164	0.46646	2.266	0.55291	0.89944	0.023451	0.097216
Phatr3_EG01989	7	0.024442	0.10674	0.80578	0.97952	0.91499	1	0.064683	0.35729	0.90868	0.99063	0.72087	1	0.21326	1.149	0.92282	0.98809	0.25054	0.41406	0.4383	2.3771	0.62252	0.91834	0.017451	0.087982
Phatr3_J36828	7	-0.096281	-0.47417	0.084988	0.69362	0.63538	1	-0.11854	-0.71339	0.16511	0.76625	0.4756	1	0.13195	0.74697	0.70741	0.94406	0.45508	0.61435	0.26398	1.503	0.92036	0.98977	0.13283	0.24594
Phatr3_EG01826	7	-0.055441	-0.17181	0.29911	0.87271	0.86358	1	0.21794	0.80824	0.20846	0.79053	0.41895	1	0.51441	1.7968	0.3096	0.81622	0.072361	0.21994	0.5305	1.8458	0.40926	0.85023	0.064918	0.15552
Phatr3_J47329	7	0.0096168	0.056915	0.98649	0.99762	0.95461	1	-0.071516	-0.53605	0.32076	0.84756	0.59192	1	-0.0015612	-0.011452	0.41403	0.86282	0.99086	1	-0.086412	-0.63715	0.23731	0.76115	0.52403	0.64654
Phatr3_J44315	7	-0.076322	-0.5692	0.16403	0.77272	0.56922	1	0.026191	0.24579	0.8484	0.97956	0.80585	1	-0.21116	-1.9265	0.13912	0.67299	0.054038	0.20063	-0.14791	-1.3584	0.17518	0.70956	0.17433	0.29513
Phatr3_J32286	7	0.030086	0.11306	0.74024	0.96455	0.90998	1	-0.038439	-0.17934	0.47454	0.90635	0.85767	1	0.42677	1.929	0.49768	0.89139	0.053731	0.20024	0.45853	2.0771	0.57218	0.90472	0.03779	0.11829
Phatr3_J49630	7	0.066969	0.27299	0.3831	0.89311	0.78486	1	-0.18644	-0.95254	0.048378	0.65573	0.34082	1	-0.046816	-0.23277	0.33633	0.83042	0.81594	0.89305	0.059494	0.29778	0.45281	0.86531	0.76587	0.84451
Phatr3_J39074	7	-0.024681	-0.1106	0.59371	0.93571	0.91194	1	0.0086371	0.049084	0.73935	0.95763	0.96085	1	0.035055	0.19493	0.48487	0.88863	0.84545	0.91193	0.33134	1.8574	0.90222	0.9865	0.063247	0.1538
Phatr3_EG01354	2	0.068152	0.1578	0.71349	0.96208	0.87461	1	0.10748	0.30717	0.79896	0.97004	0.75872	1	-0.65795	-1.7928	0.19009	0.72774	0.073001	0.22091	-0.23058	-0.63579	0.52991	0.89338	0.52492	0.64743
Phatr3_J45895	7	-0.099284	-0.50748	0.07556	0.67994	0.61182	1	-0.026539	-0.16982	0.53659	0.92302	0.86516	1	0.13627	0.85199	0.71792	0.94555	0.39422	0.56137	0.14133	0.8885	0.61946	0.91834	0.37427	0.50671
Phatr3_J17974	7	-0.031963	-0.14224	0.5154	0.91589	0.88689	1	-0.046209	-0.25157	0.43562	0.89166	0.80138	1	0.30768	1.558	0.81169	0.97062	0.11924	0.27279	0.47318	2.4139	0.53691	0.8944	0.015781	0.084501
Phatr3_J45040	7	0.018257	0.080778	0.88106	0.98951	0.93562	1	0.030513	0.17069	0.87626	0.98548	0.86447	1	0.092212	0.50229	0.6113	0.9191	0.61547	0.74703	0.2081	1.1401	0.7779	0.95869	0.25426	0.38399
Phatr3_J52174	7	-0.03081	-0.15611	0.52772	0.92087	0.87594	1	-0.075583	-0.48118	0.30498	0.84326	0.63039	1	-0.38464	-2.3542	0.045135	0.53465	0.018565	0.16843	-0.33221	-2.0458	0.063908	0.55029	0.040777	0.12258
Phatr3_J34484	7	-0.1145	-0.5039	0.042762	0.62401	0.61433	1	-0.024098	-0.13214	0.55087	0.92847	0.89488	1	0.30665	1.6295	0.81466	0.97174	0.1032	0.25596	0.46728	2.4967	0.55105	0.89935	0.012536	0.080201
Phatr3_J36337	7	-0.032985	-0.11173	0.50413	0.9154	0.91104	1	0.13025	0.54123	0.54027	0.9246	0.58835	1	0.30775	1.2292	0.81137	0.97062	0.21899	0.38079	0.58071	2.3408	0.31404	0.80671	0.019244	0.091264
Phatr3_J44474	7	-0.032496	-0.14678	0.50931	0.91589	0.88331	1	-0.1746	-0.98623	0.060147	0.65573	0.32402	1	-0.29753	-1.6151	0.081729	0.60832	0.10629	0.25877	-0.60965	-3.3165	0.010565	0.31443	0.00091157	0.029396
Phatr3_EG01497	7	0.084625	0.2651	0.26558	0.85352	0.79093	1	0.014984	0.05802	0.77782	0.96471	0.95373	1	0.087116	0.32697	0.5994	0.91676	0.74369	0.84217	0.072745	0.27428	0.47792	0.87198	0.78387	0.85779
Phatr3_J50701	7	-0.058595	-0.27261	0.27543	0.85862	0.78515	1	0.04106	0.24008	0.94325	0.99275	0.81027	1	0.0041761	0.023707	0.42482	0.86717	0.98109	0.99822	-0.056227	-0.32023	0.27396	0.78334	0.7488	0.83112
Phatr3_J7810	7	-0.034551	-0.12055	0.4882	0.91306	0.90405	1	0.10262	0.45062	0.68462	0.95165	0.65226	1	0.54631	2.3492	0.2543	0.7787	0.018815	0.16853	0.60028	2.5876	0.28006	0.78649	0.0096636	0.074364
Phatr3_EG01584	7	-0.041776	-0.21602	0.41658	0.90602	0.82897	1	-0.10726	-0.69163	0.19691	0.78658	0.48917	1	0.23266	1.4415	0.97676	0.99506	0.14943	0.30644	0.23361	1.4493	0.84106	0.9717	0.14725	0.26361
Phatr3_EG01120	7	-0.055166	-0.255	0.30145	0.87271	0.79873	1	-0.20511	-1.1773	0.032414	0.62247	0.23906	1	-0.41184	-2.2756	0.037295	0.50478	0.02287	0.17211	-0.3358	-1.8688	0.062621	0.5465	0.061645	0.15165
Phatr3_J14064	7	0.011432	0.053073	0.96419	0.996	0.95767	1	-0.015512	-0.090058	0.59905	0.93756	0.92824	1	-0.14846	-0.82682	0.199	0.73892	0.40834	0.57414	0.12474	0.70106	0.58333	0.90627	0.48326	0.60931
Phatr3_J45088	7	-0.047366	-0.20453	0.36628	0.89173	0.83794	1	-0.049282	-0.26296	0.42058	0.88534	0.79258	1	0.41881	2.1455	0.51695	0.89563	0.031909	0.18084	0.28205	1.4372	0.96829	0.99534	0.15065	0.26821
Phatr3_J43716	7	0.1026	0.34362	0.17705	0.78518	0.73113	1	0.079696	0.32632	0.81672	0.97417	0.74418	1	0.39862	1.5467	0.5667	0.9094	0.12195	0.2758	0.54231	2.1137	0.38623	0.84382	0.03454	0.11321
Phatr3_J51869	7	0.024889	0.13216	0.80038	0.97733	0.89486	1	-0.1241	-0.8435	0.15075	0.7575	0.39895	1	-0.16867	-1.1301	0.17773	0.71371	0.25843	0.42301	-0.24853	-1.6777	0.10269	0.62102	0.093398	0.19522
Phatr3_J47905	7	-0.014977	-0.074	0.70685	0.95969	0.94101	1	-0.01704	-0.1061	0.59017	0.93508	0.9155	1	0.12978	0.78352	0.70147	0.94366	0.43332	0.59536	0.36363	2.2116	0.81556	0.96474	0.026993	0.10235
Phatr3_EG01669	7	-0.062006	-0.23184	0.25059	0.83837	0.81666	1	0.0026193	0.012219	0.70339	0.95165	0.99025	1	0.20705	0.93876	0.90649	0.98717	0.34785	0.51564	0.49817	2.2773	0.47991	0.87198	0.022767	0.096455
Phatr3_J47276	7	-0.040974	-0.17827	0.42459	0.9071	0.85851	1	0.0029344	0.015625	0.70522	0.95165	0.98753	1	0.098162	0.49668	0.62586	0.92192	0.61942	0.75007	0.13252	0.67211	0.60043	0.91445	0.50151	0.62671
Phatr3_J16711	7	-0.062684	-0.28031	0.24619	0.83439	0.77924	1	-0.084083	-0.46777	0.273	0.82409	0.63995	1	-0.099525	-0.5331	0.25896	0.78193	0.59397	0.72967	0.17517	0.94705	0.69816	0.93799	0.34361	0.47724
Phatr3_J47434	7	-0.083776	-0.34412	0.12909	0.74502	0.73076	1	-0.033094	-0.17146	0.50226	0.91454	0.86386	1	0.027766	0.14037	0.46944	0.881	0.88837	0.94183	-0.054188	-0.27498	0.2763	0.78398	0.78333	0.85761
Phatr3_J10768	7	0.026819	0.098319	0.7775	0.97383	0.92168	1	0.11109	0.51911	0.63815	0.9456	0.60369	1	0.50012	2.3069	0.33694	0.83049	0.021063	0.17069	0.45004	2.0804	0.5936	0.91075	0.037491	0.11773
Phatr3_J43046	7	-0.075735	-0.36658	0.16697	0.77486	0.71393	1	0.051889	0.31258	0.98857	0.99917	0.7546	1	0.27124	1.5952	0.91292	0.98766	0.11067	0.2638	0.13699	0.80751	0.61046	0.91763	0.41937	0.55003
